価格,占有面積,所在地,バルコニー,沿線・駅,間取り,築年月,地下鉄,市電,ＪＲ,徒歩,バス,停歩
2390,94.43,北海道札幌市手稲区手稲本町三条４-１－１４,30.98,ＪＲ函館本線「手稲」徒歩5分,4LDK,2001/3,0,0,1,5,,,
2390,94.43,北海道札幌市手稲区手稲本町三条４,30.98,ＪＲ函館本線「手稲」徒歩5分,4LDK+S（納戸）,2001/3,0,0,1,5,,,
2390,89.22,北海道札幌市豊平区豊平二条２-２－８,20.37,地下鉄東西線「菊水」徒歩6分,3LDK,1998/3,1,0,0,6,,,
2390,107.53,北海道札幌市北区新琴似五条２,10.66,地下鉄南北線「麻生」徒歩10分,4LDK,1993/7,1,0,0,10,,,
2390,89.22,北海道札幌市豊平区豊平二条２,20.37,地下鉄東西線「菊水」徒歩6分,3LDK,1998/3,1,0,0,6,,,
2390,84.62,北海道札幌市豊平区平岸五条１０,14.36,地下鉄南北線「南平岸」徒歩11分,3LDK,2007/10,1,0,0,11,,,
2390,102.73,北海道札幌市北区新琴似五条２,10.88,地下鉄南北線「麻生」徒歩11分,3LDK,1993/7,1,0,0,11,,,
2390,96.86,北海道札幌市東区北三十八条東１４,24.32,地下鉄東豊線「栄町」徒歩6分,4LDK,2004/5,1,0,0,6,,,
2390,76.43,北海道札幌市中央区北四条西１５,17.24,地下鉄東西線「西１８丁目」徒歩10分,3LDK,2005/2,1,0,0,10,,,
2390,102.73,北海道札幌市北区新琴似五条２,10.88,ＪＲ札沼線「新琴似」徒歩9分,3LDK+S（納戸）,1993/7,0,0,1,9,,,
2390,94.43,北海道札幌市手稲区手稲本町三条４,30.98,ＪＲ函館本線「手稲」徒歩6分,4LDK,2001/3,0,0,1,6,,,
2390,89.22,北海道札幌市豊平区豊平二条２-２－８,20.37,地下鉄東西線「菊水」徒歩6分,3LDK,1998/3,1,0,0,6,,,
2390,107.53,北海道札幌市北区新琴似五条２,10.66,地下鉄南北線「麻生」徒歩12分,4LDK,1993/7,1,0,0,12,,,
2390,107.53,北海道札幌市北区新琴似五条２-１－３,10.66,地下鉄南北線「麻生」徒歩10分,4LDK,1993/7,1,0,0,10,,,
2390,102.73,北海道札幌市北区新琴似五条２,-,地下鉄南北線「麻生」徒歩10分,3LDK+S（納戸）,1994/7,1,0,0,10,,,
2390,94.43,北海道札幌市手稲区手稲本町三条４,30.98,ＪＲ函館本線「手稲」徒歩5分,4LDK+S（納戸）,2001/3,0,0,1,5,,,
2390,89.22,北海道札幌市豊平区豊平二条２,20.37,地下鉄東西線「菊水」徒歩6分,3LDK,1998/3,1,0,0,6,,,
2390,89.22,北海道札幌市豊平区豊平二条２,20.37,地下鉄東西線「菊水」徒歩6分,3LDK,1998/3,1,0,0,6,,,
2390,107.53,北海道札幌市北区新琴似五条２,10.66,地下鉄南北線「麻生」徒歩10分,4LDK,1993/7,1,0,0,10,,,
2398,82.27,北海道札幌市中央区南十二条西２３,17.64,札幌市電「西線１４条」徒歩13分,3LDK,2005/10,0,1,0,13,,,
2398,98.52,北海道札幌市豊平区中の島一条５,44.76,地下鉄南北線「中の島」徒歩10分,4LDK,2001/8,1,0,0,10,,,
2398,82.27,北海道札幌市中央区南十二条西２３,17.64,札幌市電「西線１４条」徒歩13分,3LDK,2005/10,0,1,0,13,,,
2400,60.01,北海道札幌市中央区北一条東２,-,地下鉄東西線「バスセンター前」徒歩4分,2LDK,2006/3,1,0,0,4,,,
2410,95.49,北海道札幌市中央区南十二条西２３,38.58,地下鉄東西線「円山公園」バス8分停歩2分,4LDK,2003/8,1,0,0,,8,2,
2420,80.82,北海道札幌市白石区菊水一条２,20.75,地下鉄東西線「菊水」徒歩3分,3LDK,2000/7,1,0,0,3,,,
2430,77.14,北海道札幌市厚別区大谷地東５,24.69,地下鉄東西線「大谷地」徒歩1分,3LDK,2001/6,1,0,0,1,,,
2438,80.23,北海道札幌市東区北十二条東２,22.03,地下鉄東豊線「北１３条東」徒歩1分,3LDK+S（納戸）,2001/4,1,0,0,1,,,
2448,65.18,北海道札幌市中央区南九条西９-1－38－703号,12.58,札幌市電「山鼻９条」徒歩5分,3LDK,2007/12,0,1,0,5,,,
2448,65.18,北海道札幌市中央区南九条西９-１－３８,12.58,札幌市電「山鼻９条」徒歩5分,3LDK,2007/12,0,1,0,5,,,
2450,123.44,北海道札幌市白石区北郷八条８,-,中央バス「瑞穂中央」徒歩4分,3LDK+S（納戸）,2011/11,0,0,0,4,,,
2450,123.44,北海道札幌市白石区北郷八条８,1.8,ＪＲ千歳線「白石」徒歩24分,3LDK,2011/10,0,0,1,24,,,
2450,105.02,北海道札幌市中央区南一条西２３-1－8,25,地下鉄東西線「円山公園」徒歩5分,3LDK+S（納戸）,1976/10,1,0,0,5,,,
2450,94.8,北海道札幌市白石区菊水一条２,13.8,地下鉄東西線「菊水」徒歩5分,4LDK,1999/5,1,0,0,5,,,
2450,123.44,北海道札幌市白石区北郷八条８,1.8,ＪＲ函館本線「白石」バス7分停歩4分,3LDK+S（納戸）,2011/10,0,0,1,,7,4,
2450,87.36,北海道札幌市中央区宮の森二条７,13.14,地下鉄東西線「西２８丁目」徒歩9分,3LDK+S（納戸）,1996/12,1,0,0,9,,,
2450,94.8,北海道札幌市白石区菊水一条２,13.8,地下鉄東西線「菊水」徒歩3分,4LDK,1999/5,1,0,0,3,,,
2450,54.54,北海道札幌市豊平区平岸三条９,13.8,地下鉄南北線「平岸」徒歩4分,2LDK,2016/12,1,0,0,4,,,
2450,87.36,北海道札幌市中央区宮の森二条７-２－１,13.14,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1996/12,1,0,0,7,,,
2480,82.68,北海道札幌市豊平区平岸一条１０,22.95,地下鉄南北線「平岸」徒歩9分,3LDK,2008/6,1,0,0,9,,,
2480,113.69,北海道札幌市中央区南十四条西１８,22.23,地下鉄東西線「円山公園」バス11分停歩2分,3LDK,1992/1,1,0,0,,11,2,
2480,95.14,北海道札幌市中央区北十二条西１７,12.19,ＪＲ函館本線「桑園」徒歩5分,4LDK,1998/6,0,0,1,5,,,
2480,100.43,北海道札幌市中央区南六条西２６,5.47,地下鉄東西線「円山公園」徒歩10分,4LDK,1997/10,1,0,0,10,,,
2480,78.72,北海道札幌市中央区北二条東７,13.09,地下鉄東西線「バスセンター前」徒歩7分,3LDK,1988/11,1,0,0,7,,,
2480,118.08,北海道札幌市西区山の手一条１１,8.8,地下鉄東西線「西２８丁目」バス10分停歩2分,3LDK,2007/4,1,0,0,,10,2,
2480,98.09,北海道札幌市中央区南十七条西１０-１－３０,-,地下鉄南北線「幌平橋」徒歩13分,4LDK,2000/12,1,0,0,13,,,
2480,78.72,北海道札幌市中央区北二条東７,78.72,地下鉄東西線「バスセンター前」徒歩7分,3LDK,1988/11,1,0,0,7,,,
2480,78.72,北海道札幌市中央区北二条東７-82,13.09,地下鉄東西線「バスセンター前」徒歩7分,3LDK,1988/11,1,0,0,7,,,
2480,78.72,北海道札幌市中央区北二条東７,13.09,地下鉄東西線「バスセンター前」徒歩7分,3LDK,1988/11,1,0,0,7,,,
2480,78.72,北海道札幌市中央区北二条東７,13.09,地下鉄東西線「バスセンター前」徒歩7分,3LDK,1988/11,1,0,0,7,,,
2480,78.72,北海道札幌市中央区北二条東７-８２,13.09,地下鉄東西線「バスセンター前」徒歩7分,3LDK,1988/11,1,0,0,7,,,
2480,78.72,北海道札幌市中央区北二条東７,13.09,地下鉄東西線「バスセンター前」徒歩7分,3LDK,1988/11,1,0,0,7,,,
2480,81.56,北海道札幌市中央区北五条西２３,5.81,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1993/9,1,0,0,7,,,
2480,78.72,北海道札幌市中央区北二条東７-８２,13.09,地下鉄東西線「バスセンター前」徒歩7分,3LDK,1988/11,1,0,0,7,,,
2480,78.72,北海道札幌市中央区北二条東７,13.09,地下鉄東西線「バスセンター前」徒歩7分,3LDK,1988/11,1,0,0,7,,,
2480,81.56,北海道札幌市中央区北五条西２３-1-25,5.81,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1993/9,1,0,0,7,,,
2480,81.56,北海道札幌市中央区北五条西２３,5.81,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1993/9,1,0,0,7,,,
2480,81.56,北海道札幌市中央区北五条西２３,5.81,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1993/9,1,0,0,7,,,
2480,101.78,北海道札幌市中央区南十七条西１０,21.4,札幌市電「静修学園前」徒歩7分,4LDK,1999/12,0,1,0,7,,,
2480,81.56,北海道札幌市中央区北五条西２３-1-25,5.81,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1993/9,1,0,0,7,,,
2480,85.08,北海道札幌市中央区南三条西１２,27.78,地下鉄東西線「西１１丁目」徒歩7分,4LDK,2001/6,1,0,0,7,,,
2480,95.14,北海道札幌市中央区北十二条西１７-1-4,12.19,ＪＲ函館本線「桑園」徒歩5分,4LDK,1998/6,0,0,1,5,,,
2480,78.72,北海道札幌市中央区北二条東７-82,13.09,地下鉄東西線「バスセンター前」徒歩7分,3LDK,1988/11,1,0,0,7,,,
2480,81.56,北海道札幌市中央区北五条西２３-1-25,5.81,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1993/9,1,0,0,7,,,
2480,78.72,北海道札幌市中央区北二条東７-82,13.09,地下鉄東西線「バスセンター前」徒歩7分,3LDK,1988/11,1,0,0,7,,,
2480,101.78,北海道札幌市中央区南十七条西１０,21.4,札幌市電「静修学園前」徒歩8分,4LDK,2000/12,0,1,0,8,,,
2480,81.56,北海道札幌市中央区北五条西２３,5.81,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1993/9,1,0,0,7,,,
2480,81.56,北海道札幌市中央区北五条西２３,5.81,地下鉄東西線「西２８丁目」徒歩8分,3LDK,1993/9,1,0,0,8,,,
2480,78.72,北海道札幌市中央区北二条東７,13.09,地下鉄東西線「バスセンター前」徒歩6分,3LDK,1988/11,1,0,0,6,,,
2480,90.35,北海道札幌市中央区宮の森三条５,8.37,地下鉄東西線「西２８丁目」徒歩8分,4LDK,1995/9,1,0,0,8,,,
2480,85.5,北海道札幌市厚別区大谷地東５,16.65,地下鉄東西線「大谷地」徒歩2分,3LDK,2001/5,1,0,0,2,,,
2480,82.17,北海道札幌市豊平区福住二条４,12.14,地下鉄東豊線「福住」徒歩9分,3LDK,2008/2,1,0,0,9,,,
2480,81.56,北海道札幌市中央区北五条西２３-1-25,5.81,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1993/9,1,0,0,7,,,
2480,82.02,北海道札幌市東区北十条東６,14.01,地下鉄東豊線「東区役所前」徒歩4分,3LDK,2001/5,1,0,0,4,,,
2480,87.22,北海道札幌市中央区北七条西２５,11.06,地下鉄東西線「西２８丁目」徒歩6分,3LDK,1998/3,1,0,0,6,,,
2480,78.66,北海道札幌市中央区宮の森一条６,10.57,地下鉄東西線「西２８丁目」徒歩4分,3LDK,1997/12,1,0,0,4,,,
2480,67.87,北海道札幌市厚別区厚別中央三条３,10.51,地下鉄東西線「ひばりが丘」徒歩7分,3LDK,2008/12,1,0,0,7,,,
2480,113.69,北海道札幌市中央区南十四条西１８,22.23,JR北海道バス「啓明バスターミナル」徒歩2分,3LDK,1992/1,0,0,0,2,,,
2480,81.56,北海道札幌市中央区北五条西２３,5.81,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1993/9,1,0,0,7,,,
2480,78.72,北海道札幌市中央区北二条東７,13.09,地下鉄東西線「バスセンター前」徒歩7分,3LDK,1988/11,1,0,0,7,,,
2490,87.97,北海道札幌市東区北四十二条東１８-1-15,18.75,地下鉄東豊線「栄町」徒歩4分,3LDK,2004/3,1,0,0,4,,,
2490,83.94,北海道札幌市中央区南十三条西２１,16.54,札幌市電「西線１４条」徒歩9分,3LDK,2005/9,0,1,0,9,,,
2490,102.73,北海道札幌市北区新琴似五条２,10.88,地下鉄南北線「麻生」徒歩10分,4LDK,1993/7,1,0,0,10,,,
2490,102.73,北海道札幌市北区新琴似五条２,10.88,地下鉄南北線「麻生」徒歩10分,4LDK,1993/7,1,0,0,10,,,
2490,99.95,北海道札幌市豊平区美園三条１,26.01,地下鉄東豊線「豊平公園」徒歩7分,4LDK,1998/2,1,0,0,7,,,
2490,102.73,北海道札幌市北区新琴似五条２-１－３,10.88,地下鉄南北線「麻生」徒歩10分,4LDK,1993/7,1,0,0,10,,,
2490,102.73,北海道札幌市北区新琴似五条２,10.88,地下鉄南北線「麻生」徒歩11分,4LDK,1993/7,1,0,0,11,,,
2490,102.73,北海道札幌市北区新琴似五条２,31.07,地下鉄南北線「麻生」徒歩10分,4LDK,1993/7,1,0,0,10,,,
2490,102.73,北海道札幌市北区新琴似五条２,10.88,地下鉄南北線「麻生」徒歩10分,4LDK,1993/7,1,0,0,10,,,
2490,83.7,北海道札幌市東区北三十三条東１５,18.98,地下鉄東豊線「新道東」徒歩1分,3LDK,2003/11,1,0,0,1,,,
2490,85.72,北海道札幌市白石区菊水四条１,20.51,地下鉄東西線「菊水」徒歩3分,3LDK,2004/6,1,0,0,3,,,
2490,102.73,北海道札幌市北区新琴似五条２,-,地下鉄南北線「麻生」徒歩10分,4LDK,1994/7,1,0,0,10,,,
2498,78.92,北海道札幌市中央区南五条西２３-1-15,18.37,地下鉄東西線「円山公園」徒歩9分,3LDK,1998/2,1,0,0,9,,,
2498,78.92,北海道札幌市中央区南五条西２３-１－１５,18.37,地下鉄東西線「円山公園」徒歩9分,3LDK,1998/2,1,0,0,9,,,
2498,65.18,北海道札幌市中央区南九条西９,12.58,札幌市電「山鼻９条」徒歩5分,3LDK,2007/12,0,1,0,5,,,
2498,78.92,北海道札幌市中央区南五条西２３,18.37,地下鉄東西線「円山公園」徒歩9分,3LDK,1998/2,1,0,0,9,,,
2500,82,北海道札幌市白石区菊水一条４,12.4,地下鉄東西線「菊水」徒歩6分,3LDK,2008/6,1,0,0,6,,,
2500,87.86,北海道札幌市南区真駒内泉町２-1-4,22.63,地下鉄南北線「真駒内」徒歩7分,4LDK,2000/11,1,0,0,7,,,
2500,87.86,北海道札幌市南区真駒内泉町２,22.63,地下鉄南北線「真駒内」徒歩9分,4LDK,2000/11,1,0,0,9,,,
2500,87.86,北海道札幌市南区真駒内泉町２-1-4,22.63,地下鉄南北線「真駒内」徒歩7分,4LDK,2000/11,1,0,0,7,,,
2530,80.8,北海道札幌市豊平区平岸一条９,24.81,地下鉄南北線「平岸」徒歩6分,3LDK,2009/3,1,0,0,6,,,
2540,81.56,北海道札幌市中央区北五条西２３-１－２５,5.81,地下鉄東西線「西２８丁目」徒歩9分,3LDK,1993/9,1,0,0,9,,,
2550,95.49,北海道札幌市中央区南十二条西２３,38.58,JRバス「南11西22」徒歩2分,4LDK,2003/8,0,0,0,2,,,
2550,104.58,北海道札幌市中央区宮の森三条４,11.44,地下鉄東西線「西２８丁目」徒歩11分,4LDK+S（納戸）,1999/1,1,0,0,11,,,
2550,86.04,北海道札幌市中央区宮の森三条７,9.32,地下鉄東西線「西２８丁目」徒歩12分,3LDK,2004/3,1,0,0,12,,,
2550,104.58,北海道札幌市中央区宮の森三条４,11.44,地下鉄東西線「西２８丁目」徒歩11分,4LDK+S（納戸）,1999/1,1,0,0,11,,,
2550,86.04,北海道札幌市中央区宮の森三条７,9.32,地下鉄東西線「西２８丁目」徒歩12分,3LDK,2004/3,1,0,0,12,,,
2550,86.04,北海道札幌市中央区宮の森三条７,9.32,地下鉄東西線「西２８丁目」徒歩12分,3LDK,2004/3,1,0,0,12,,,
2550,87.36,北海道札幌市中央区宮の森二条７,13.14,地下鉄東西線「西２８丁目」徒歩8分,3LDK+S（納戸）,1996/12,1,0,0,8,,,
2550,90.87,北海道札幌市白石区菊水一条２,19.14,地下鉄東西線「菊水」徒歩3分,4LDK,1999/10,1,0,0,3,,,
2570,104.6,北海道札幌市厚別区大谷地東３,18.01,地下鉄東西線「大谷地」徒歩2分,4LDK,1990/3,1,0,0,2,,,
2580,80.43,北海道札幌市白石区南郷通１丁目北,18.02,地下鉄東西線「白石」徒歩4分,2LDK,2009/6,1,0,0,4,,,
2580,60.18,北海道札幌市中央区北一条東２,11.8,地下鉄東西線「バスセンター前」徒歩4分,2LDK,2006/3,1,0,0,4,,,
2580,80.12,北海道札幌市厚別区厚別東三条２,19.7,地下鉄東西線「新さっぽろ」徒歩9分,3LDK,2009/2,1,0,0,9,,,
2580,78.92,北海道札幌市中央区南五条西２３,18.37,地下鉄東西線「円山公園」徒歩9分,3LDK,1998/2,1,0,0,9,,,
2580,73.88,北海道札幌市西区八軒五条東４,19.47,ＪＲ札沼線「八軒」徒歩4分,3LDK,2008/1,0,0,1,4,,,
2580,73.88,北海道札幌市西区八軒五条東４,19.47,ＪＲ札沼線「八軒」徒歩4分,3LDK,2008/1,0,0,1,4,,,
2580,73.88,北海道札幌市西区八軒五条東４-５－３５,19.47,ＪＲ札沼線「八軒」徒歩4分,3LDK,2008/1,0,0,1,4,,,
2580,73.88,北海道札幌市西区八軒五条東４,19.47,ＪＲ札沼線「八軒」徒歩4分,3LDK,2008/1,0,0,1,4,,,
2580,88.34,北海道札幌市中央区南十五条西１０,10.84,札幌市電「行啓通」徒歩8分,4LDK,1995/9,0,1,0,8,,,
2580,88.34,北海道札幌市中央区南十五条西１０,10.84,札幌市電「行啓通」徒歩9分,4LDK,1995/9,0,1,0,9,,,
2580,78.66,北海道札幌市中央区南四条西１３,34.12,地下鉄東西線「西１１丁目」徒歩8分,3LDK,1998/8,1,0,0,8,,,
2580,78.66,北海道札幌市中央区南四条西１３,34.12,地下鉄東西線「西１１丁目」徒歩8分,3LDK,1998/8,1,0,0,8,,,
2580,82.53,北海道札幌市北区北三十六条西８,24.96,地下鉄南北線「麻生」徒歩6分,3LDK+S（納戸）,2002/8,1,0,0,6,,,
2580,78.66,北海道札幌市中央区南四条西１３-１－１,34.12,地下鉄東西線「西１１丁目」徒歩8分,3LDK,1998/8,1,0,0,8,,,
2580,82.53,北海道札幌市北区北三十六条西８,24.65,地下鉄南北線「麻生」徒歩5分,2LDK+S（納戸）,2002/8,1,0,0,5,,,
2580,82.53,北海道札幌市北区北三十六条西８,24.65,地下鉄南北線「麻生」徒歩5分,2LDK,2002/8,1,0,0,5,,,
2580,82.53,北海道札幌市北区北三十六条西８-２－１,24.65,地下鉄南北線「麻生」徒歩5分,3LDK,2002/8,1,0,0,5,,,
2580,81.56,北海道札幌市中央区北五条西２３,5.81,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1993/9,1,0,0,7,,,
2580,78.66,北海道札幌市中央区南四条西１３,34.12,地下鉄東西線「西１１丁目」徒歩8分,3LDK,1998/8,1,0,0,8,,,
2580,73.88,北海道札幌市西区八軒五条東４,19.47,ＪＲ札沼線「八軒」徒歩4分,3LDK,2008/1,0,0,1,4,,,
2580,121.62,北海道札幌市清田区美しが丘四条８,6.94,地下鉄東豊線「福住」バス25分停歩4分,4LDK,2014/12,1,0,0,,25,4,
2580,78.66,北海道札幌市中央区南四条西１３,34.12,地下鉄東西線「西１１丁目」徒歩8分,3LDK,1998/8,1,0,0,8,,,
2580,78.66,北海道札幌市中央区南四条西１３,34.12,札幌市電「西１５丁目」徒歩7分,3LDK,1998/8,0,1,0,7,,,
2580,87.48,北海道札幌市東区北八条東３,18.87,地下鉄東豊線「さっぽろ」徒歩8分,3LDK,2000/11,1,0,0,8,,,
2580,90,北海道札幌市北区北二十条西４,18.32,地下鉄南北線「北１８条」徒歩5分,4LDK,2000/1,1,0,0,5,,,
2580,87.48,北海道札幌市東区北二十四条東１,38.54,地下鉄南北線「北２４条」徒歩8分,3LDK,2005/11,1,0,0,8,,,
2580,84.13,北海道札幌市豊平区福住三条１,23.24,地下鉄東豊線「福住」徒歩4分,3LDK,2004/8,1,0,0,4,,,
2580,96.08,北海道札幌市中央区宮の森二条１３,20.32,地下鉄東西線「円山公園」バス8分停歩6分,3LDK,2000/3,1,0,0,,8,6,
2580,92.99,北海道札幌市中央区南二十三条西８,9.86,札幌市電「東屯田通」徒歩5分,3LDK,2008/1,0,1,0,5,,,
2580,78.66,北海道札幌市中央区南四条西１３,34.12,地下鉄東西線「西１１丁目」徒歩8分,3LDK,1998/8,1,0,0,8,,,
2580,198.14,北海道札幌市南区川沿一条２,17.71,地下鉄南北線「真駒内」バス11分停歩6分,4LDK,1987/9,1,0,0,,11,6,
2580,88.43,北海道札幌市中央区北一条西２３,9.57,地下鉄東西線「円山公園」徒歩4分,3LDK,1987/11,1,0,0,4,,,
2580,92.41,北海道札幌市中央区北五条西２３,6.77,地下鉄東西線「西２８丁目」徒歩7分,3LDK+S（納戸）,1993/9,1,0,0,7,,,
2580,92.41,北海道札幌市中央区北五条西２３,6.77,地下鉄東西線「西２８丁目」徒歩7分,3LDK+S（納戸）,1993/9,1,0,0,7,,,
2580,92.41,北海道札幌市中央区北五条西２３,6.77,地下鉄東西線「西２８丁目」徒歩7分,3LDK+S（納戸）,1993/9,1,0,0,7,,,
2580,83.54,北海道札幌市中央区南十一条西１２,23.91,札幌市電「西線１１条」徒歩5分,3LDK,2005/8,0,1,0,5,,,
2580,98.26,北海道札幌市厚別区厚別中央一条２,13.65,地下鉄東西線「ひばりが丘」徒歩3分,4LDK,2006/10,1,0,0,3,,,
2580,86.35,北海道札幌市中央区北三条西１１-１－２,24.89,地下鉄東西線「西１１丁目」徒歩8分,4LDK,2000/11,1,0,0,8,,,
2580,73.88,北海道札幌市西区八軒五条東４,19.47,ＪＲ札沼線「八軒」徒歩4分,3LDK,2008/1,0,0,1,4,,,
2580,82.53,北海道札幌市北区北三十六条西８,24.96,地下鉄南北線「麻生」徒歩5分,2LDK+S（納戸）,2002/8,1,0,0,5,,,
2580,86.35,北海道札幌市中央区北三条西１１-１-２,24.89,地下鉄東西線「西１１丁目」徒歩8分,4LDK,2000/12,1,0,0,8,,,
2580,92.41,北海道札幌市中央区北五条西２３,6.77,地下鉄東西線「西２８丁目」徒歩7分,4LDK,1993/9,1,0,0,7,,,
2580,92.41,北海道札幌市中央区北五条西２３,6.77,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1993/9,1,0,0,7,,,
2580,92.41,北海道札幌市中央区北五条西２３,6.77,地下鉄東西線「西２８丁目」徒歩7分,3LDK+S（納戸）,1993/9,1,0,0,7,,,
2580,92.41,北海道札幌市中央区北五条西２３,6.77,地下鉄東西線「西２８丁目」徒歩7分,3LDK+S（納戸）,1993/5,1,0,0,7,,,
2580,92.41,北海道札幌市中央区北五条西２３-１－２５,6.77,地下鉄東西線「西２８丁目」徒歩7分,3LDK+S（納戸）,1993/9,1,0,0,7,,,
2590,86.35,北海道札幌市中央区北三条西１１,24.89,地下鉄東西線「西１１丁目」徒歩8分,4LDK,2000/11,1,0,0,8,,,
2590,104.46,北海道札幌市清田区平岡六条１,19.32,地下鉄東西線「大谷地」バス7分停歩2分,4LDK,2008/8,1,0,0,,7,2,
2590,81.54,北海道札幌市中央区北一条西２５,7,地下鉄東西線「円山公園」徒歩4分,4LDK,1983/10,1,0,0,4,,,
2590,60.27,北海道札幌市中央区北三条東５,20.3,地下鉄東西線「バスセンター前」徒歩8分,2LDK,2013/2,1,0,0,8,,,
2598,78.01,北海道札幌市北区北二十一条西６,17.21,地下鉄南北線「北２４条」徒歩6分,3LDK,2002/3,1,0,0,6,,,
2598,96.28,北海道札幌市厚別区厚別南２,19.26,地下鉄東西線「ひばりが丘」徒歩9分,3LDK,2005/11,1,0,0,9,,,
2598,97.03,北海道札幌市白石区東札幌三条４,21.44,地下鉄東西線「白石」徒歩5分,4LDK,2004/2,1,0,0,5,,,
2598,110.23,北海道札幌市中央区南一条西２６,12.65,地下鉄東西線「円山公園」徒歩1分,3LDK,1979/9,1,0,0,1,,,
2598,97.03,北海道札幌市白石区東札幌三条４,21.44,地下鉄東西線「白石」徒歩5分,4LDK,2004/2,1,0,0,5,,,
2600,67.66,北海道札幌市中央区南二条東２-12-1,16.11,地下鉄東西線「バスセンター前」徒歩3分,1LDK,2004/9,1,0,0,3,,,
2600,143.25,北海道札幌市中央区南十九条西９,38.43,札幌市電「山鼻１９条」徒歩6分,3LDK,1991/8,0,1,0,6,,,
2650,101.92,北海道札幌市中央区南十七条西８,19.37,札幌市電「静修学園前」徒歩3分,3LDK,2001/9,0,1,0,3,,,
2680,94.7,北海道札幌市厚別区厚別南１,21.52,地下鉄東西線「ひばりが丘」徒歩1分,2LDK,2014/4,1,0,0,1,,,
2680,98.71,北海道札幌市中央区北十条西２４,16.37,地下鉄東西線「二十四軒」徒歩3分,3LDK,2007/1,1,0,0,3,,,
2680,78.61,北海道札幌市中央区南十三条西２１,12.97,札幌市電「西線１４条」徒歩10分,3LDK,1993/7,0,1,0,10,,,
2680,90.24,北海道札幌市北区北二十一条西７,5.25,地下鉄南北線「北２４条」徒歩10分,4LDK,1994/4,1,0,0,10,,,
2680,90.24,北海道札幌市北区北二十一条西７-1-23,7.35,地下鉄南北線「北２４条」徒歩9分,4LDK,1994/4,1,0,0,9,,,
2680,78.61,北海道札幌市中央区南十三条西２１,12.97,札幌市電「西線１４条」徒歩12分,3LDK,1993/7,0,1,0,12,,,
2680,78.61,北海道札幌市中央区南十三条西２１-２,12.97,札幌市電「西線１４条」徒歩10分,3LDK,1993/7,0,1,0,10,,,
2680,78.66,北海道札幌市中央区南四条西１３-1-1,34.12,地下鉄東西線「西１１丁目」徒歩7分,3LDK,1994/6,1,0,0,7,,,
2680,85.17,北海道札幌市豊平区豊平六条６,12.07,地下鉄東豊線「学園前」徒歩1分,3LDK,1999/6,1,0,0,1,,,
2680,85.17,北海道札幌市豊平区豊平六条６,12.07,地下鉄東豊線「学園前」徒歩1分,3LDK,1996/6,1,0,0,1,,,
2680,85.17,北海道札幌市豊平区豊平六条６,12.07,地下鉄東豊線「学園前」徒歩1分,3LDK,1999/6,1,0,0,1,,,
2680,82.53,北海道札幌市北区北三十六条西８,24.96,地下鉄南北線「麻生」徒歩9分,2LDK+S（納戸）,2002/8,1,0,0,9,,,
2680,85.17,北海道札幌市豊平区豊平六条６,12.07,地下鉄東豊線「学園前」徒歩1分,3LDK,1999/6,1,0,0,1,,,
2680,85.17,北海道札幌市豊平区豊平六条６,12.07,地下鉄東豊線「学園前」徒歩2分,3LDK,1999/6,1,0,0,2,,,
2680,91.25,北海道札幌市西区西町北１３,16.77,地下鉄東西線「発寒南」徒歩6分,4LDK,1996/2,1,0,0,6,,,
2680,78.61,北海道札幌市中央区南十三条西２１-2,12.97,札幌市電「西線１４条」徒歩12分,3LDK,1993/7,0,1,0,12,,,
2680,85.17,北海道札幌市豊平区豊平六条６,12.07,地下鉄東豊線「学園前」徒歩1分,3LDK,1999/6,1,0,0,1,,,
2680,81.5,北海道札幌市東区北三十条東１８,15.09,地下鉄東豊線「新道東」徒歩10分,3LDK,2009/11,1,0,0,10,,,
2680,74.32,北海道札幌市中央区北七条西２５,17.5,地下鉄東西線「西２８丁目」徒歩6分,3LDK,2006/2,1,0,0,6,,,
2680,85.17,北海道札幌市豊平区豊平六条６,12.07,地下鉄東豊線「学園前」徒歩1分,3LDK,1999/6,1,0,0,1,,,
2680,91.97,北海道札幌市豊平区月寒西一条１０,18.22,地下鉄東豊線「月寒中央」徒歩9分,4LDK,2007/3,1,0,0,9,,,
2680,100.84,北海道札幌市豊平区月寒西三条６-1-40,17.14,地下鉄東豊線「月寒中央」徒歩7分,4LDK,2006/3,1,0,0,7,,,
2680,86.16,北海道札幌市豊平区豊平六条１０,26.77,地下鉄東豊線「豊平公園」徒歩7分,3LDK,2005/2,1,0,0,7,,,
2680,104.63,北海道札幌市白石区南郷通２丁目北,19.86,地下鉄東西線「白石」徒歩2分,3LDK,2004/2,1,0,0,2,,,
